#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
HIV-1_SL4            RF01382   3cgs_B               -          cm       11       20       13        4      -    5'    2 0.60   0.0    8.2       5.5 ?   HIV-1 stem-loop 4 packaging signal
LSU_rRNA_bacteria    RF02541   5lzz_8               -          cm       21      168       10      154      +    3'    3 0.59   0.0   15.1    0.0054 !   Bacterial large subunit ribosomal RNA
mir-1990             RF03684   5lzz_8               -          cm        1       75      102      154      +    no    1 0.72   0.0   13.7       1.2 ?   mir-1990 microRNA precursor family
STnc100              RF02076   5lzz_8               -          cm       99      206      156       56      -    5'    2 0.57   0.0    9.4       5.5 ?   Gammaproteobacterial sRNA STnc100
SSU_rRNA_eukarya       RF01960   5lzz_9               -          cm        1     1831        1     1869      +    no    1 0.56   5.6 1691.1         0 !   Eukaryotic small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   5lzz_9               -          cm        1     1311        1     1869      +    no    1 0.56   5.6  792.3  3.6e-243 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   5lzz_9               -          cm        1     1478        1     1869      +    no    1 0.56   5.6  565.4  6.4e-166 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_bacteria      RF00177   5lzz_9               -          cm        1     1533        1     1869      +    no    1 0.56   5.6  438.2  1.7e-137 !   Bacterial small subunit ribosomal RNA
RefA5                  RF02843   5lzz_9               -          cm        1       68      554      491      -    no    1 0.53   0.0   20.2      0.48 ?   Enterococcus sRNA A5
SNORD57                RF00274   5lzz_9               -          cm        1       72      143       90      -    no    1 0.46   0.0   19.6      0.73 ?   Small nucleolar RNA SNORD57
EBER2                  RF02712   5lzz_9               -          cm        1      173      343      298      -    no    1 0.74   0.0   15.3       1.4 ?   Epstein-Barr virus EBER2
SmY                    RF01844   5lzz_9               -          cm        1       80      571      488      -    no    1 0.50   0.0   16.2       1.6 ?   SmY spliceosomal RNA
snoU105B               RF01173   5lzz_9               -          cm        1       80      839      782      -    no    1 0.53   0.0   17.5         2 ?   Small nucleolar RNA U105B
psbNH                  RF01753   5lzz_9               -          cm       28       56     1767     1743      -    no    1 0.88   0.1   14.0       4.1 ?   psbNH RNA
U54                    RF00206   5lzz_9               -          cm        1       81      675      634      -    no    1 0.36   0.0   17.8       6.3 ?   Small nucleolar RNA U54
SNORD20                RF00217   5lzz_9               -          cm       50       75     1821     1797      -    no    2 0.40   0.0   18.0       9.7 ?   Small nucleolar RNA SNORD20
SSU_rRNA_bacteria      RF00177   4v7v_AA              -          cm        1     1533        1     1533      +    no    1 0.54  15.6 1553.3         0 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   4v7v_AA              -          cm        1     1478        6     1533      +    no    1 0.55  15.8 1009.1  1.1e-298 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   4v7v_AA              -          cm        1     1311        5     1533      +    no    1 0.55  16.2  720.9  4.7e-221 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_eukarya       RF01960   4v7v_AA              -          cm        1     1831        5     1533      +    no    1 0.55  16.2  689.0  2.2e-207 !   Eukaryotic small subunit ribosomal RNA
Betaproteobacteria-1   RF02932   4v7v_AA              -          cm        1      120      676      757      +    no    1 0.60   0.0   13.9       9.3 ?   Betaproteobacteria-1 RNA
LSU_rRNA_bacteria    RF02541   4v7v_DA              -          cm        1     2925        1     2903      +    no    1 0.53  44.5 2871.0         0 !   Bacterial large subunit ribosomal RNA
LSU_rRNA_archaea     RF02540   4v7v_DA              -          cm        1     2987        1     2903      +    no    1 0.53  44.5 1862.6         0 !   Archaeal large subunit ribosomal RNA
LSU_rRNA_eukarya     RF02543   4v7v_DA              -          cm        1     3401      160     2893      +    no    1 0.54  43.5 1270.5         0 !   Eukaryotic large subunit ribosomal RNA
5_8S_rRNA            RF00002   4v7v_DA              -          cm        1      154       13      166      +    no    1 0.49   0.0   38.0   1.7e-07 !   5.8S ribosomal RNA
sR14                 RF01145   4v7v_DA              -         hmm       15       43     1505     1532      +     -    6 0.57   0.0   16.4     0.082 ?   Small nucleolar RNA sR14
LSU_rRNA_bacteria    RF02541   4v7v_BA              -          cm        1     2925        1     2903      +    no    1 0.53  44.5 2871.0         0 !   Bacterial large subunit ribosomal RNA
LSU_rRNA_archaea     RF02540   4v7v_BA              -          cm        1     2987        1     2903      +    no    1 0.53  44.5 1862.6         0 !   Archaeal large subunit ribosomal RNA
LSU_rRNA_eukarya     RF02543   4v7v_BA              -          cm        1     3401      160     2893      +    no    1 0.54  43.5 1270.5         0 !   Eukaryotic large subunit ribosomal RNA
5_8S_rRNA            RF00002   4v7v_BA              -          cm        1      154       13      166      +    no    1 0.49   0.0   38.0   1.7e-07 !   5.8S ribosomal RNA
sR14                 RF01145   4v7v_BA              -         hmm       15       43     1505     1532      +     -    6 0.57   0.0   16.4     0.082 ?   Small nucleolar RNA sR14
5S_rRNA              RF00001   4v7v_BB              -          cm        1      120        2      117      +    no    1 0.66   0.0   92.8   1.8e-21 !   5S ribosomal RNA
DUF805b              RF02914   4v7v_BB              -          cm        1       35       93      107      +    no    1 0.53   0.0    9.3       3.3 ?   DUF805b RNA
SSU_rRNA_bacteria      RF00177   4v7v_CA              -          cm        9     1525        5     1530      +    no    1 0.55  15.8 1551.3         0 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   4v7v_CA              -          cm        1     1478        3     1530      +    no    1 0.55  15.8 1009.1  1.1e-298 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   4v7v_CA              -          cm        1     1311        2     1530      +    no    1 0.55  16.2  720.9  4.7e-221 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_eukarya       RF01960   4v7v_CA              -          cm        1     1831        2     1530      +    no    1 0.55  16.2  689.0  2.2e-207 !   Eukaryotic small subunit ribosomal RNA
Betaproteobacteria-1   RF02932   4v7v_CA              -          cm        1      120      673      754      +    no    1 0.60   0.0   13.9       9.3 ?   Betaproteobacteria-1 RNA
5S_rRNA              RF00001   4v7v_DB              -          cm        1      120        2      117      +    no    1 0.66   0.0   92.8   1.7e-21 !   5S ribosomal RNA
DUF805b              RF02914   4v7v_DB              -          cm        1       35       93      107      +    no    1 0.53   0.0    9.3       3.3 ?   DUF805b RNA
SSU_rRNA_bacteria    RF00177   1t1m_B               -          cm     1392     1492        1       42      + 5'&3'    4 0.57   0.0   17.8   0.00037 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea     RF01959   1t1m_B               -          cm     1348     1439        1       42      + 5'&3'    4 0.57   0.0    8.6      0.45 ?   Archaeal small subunit ribosomal RNA
Lysine               RF00168   3diz_A               -          cm        6      179        4      173      +    no    1 0.65   0.5  106.3   7.1e-30 !   Lysine riboswitch aptamer
MS2                  RF02359   3diz_A               -          cm       20       34      120      134      +    no    1 0.47   0.0   11.9       1.4 ?   Bacteriophage MS2 operator hairpin
HDV_ribozyme         RF00094   1drz_B               -          cm        3       86        1       72      +    no    1 0.71   0.0   56.0   2.7e-08 !   Hepatitis delta virus ribozyme
HDV-F-prausnitzii    RF02682   1drz_B               -          cm        1       65        1       66      +    no    3 0.71   0.0   22.1    0.0099 !   HDV ribozyme from F. prausnitzii
drz-agam-1           RF01787   1drz_B               -          cm        1       82        1       70      +    no    1 0.71   0.0   18.7     0.047 ?   drz-agam-1 ribozyme
U1                   RF00003   1drz_B               -          cm       61       79       44       61      +    no    4 0.61   0.0    6.3       7.3 ?   U1 spliceosomal RNA
alpha_tmRNA          RF01849   5czz_B               -          cm      300      355        1       52      +    5'    2 0.40   0.0    3.1       8.7 ?   Alphaproteobacteria transfer-messenger RNA
SNORA81              RF01241   5czz_B               -          cm       35       62       73       46      -    5'    4 0.36   0.0    8.8       9.5 ?   Small nucleolar RNA SNORA81
let-7                RF00027   6bu9_B               -          cm        8       46        2       52      +    3'    4 0.45   0.0   12.7       1.8 ?   let-7 microRNA precursor
let-7                RF00027   6bu9_B               -          cm       24       77       43        3      -    5'    4 0.44   0.0   10.1       8.9 ?   let-7 microRNA precursor
let-7                RF00027   6bu9_C               -          cm        8       46       51        1      -    3'    4 0.45   0.0   12.7       1.8 ?   let-7 microRNA precursor
let-7                RF00027   6bu9_C               -          cm       24       77       10       50      +    5'    4 0.44   0.0   10.1       8.9 ?   let-7 microRNA precursor
SSU_rRNA_eukarya       RF01960   7o7z_A2              -          cm        1     1831        1     1870      +    no    1 0.56   5.6 1681.3         0 !   Eukaryotic small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   7o7z_A2              -          cm        1     1311        1     1870      +    no    1 0.56   5.6  782.9  3.1e-240 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   7o7z_A2              -          cm        1     1478        1     1870      +    no    1 0.56   5.6  555.4    6e-163 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_bacteria      RF00177   7o7z_A2              -          cm        1     1533        1     1870      +    no    1 0.56   5.6  433.3  6.8e-136 !   Bacterial small subunit ribosomal RNA
RefA5                  RF02843   7o7z_A2              -          cm        1       68      555      492      -    no    1 0.53   0.0   20.2      0.48 ?   Enterococcus sRNA A5
SNORD57                RF00274   7o7z_A2              -          cm        1       72      143       90      -    no    1 0.46   0.0   19.6      0.73 ?   Small nucleolar RNA SNORD57
SmY                    RF01844   7o7z_A2              -          cm        1       80      572      489      -    no    1 0.50   0.0   16.2       1.6 ?   SmY spliceosomal RNA
snoU105B               RF01173   7o7z_A2              -          cm        1       80      840      783      -    no    1 0.53   0.0   17.5         2 ?   Small nucleolar RNA U105B
EBER2                  RF02712   7o7z_A2              -          cm        1      173      344      299      -    no    1 0.72   0.0   14.4       2.4 ?   Epstein-Barr virus EBER2
psbNH                  RF01753   7o7z_A2              -          cm       28       56     1768     1744      -    no    1 0.88   0.1   14.0       4.1 ?   psbNH RNA
U54                    RF00206   7o7z_A2              -          cm        1       81      676      635      -    no    1 0.36   0.0   17.8       6.3 ?   Small nucleolar RNA U54
SNORD20                RF00217   7o7z_A2              -          cm       50       75     1822     1798      -    no    2 0.40   0.0   18.0       9.7 ?   Small nucleolar RNA SNORD20
Corona_FSE           RF00507   7o7z_AH              -          cm        1       77      144      220      +    3'    3 0.55   0.0   69.9   2.7e-16 !   Coronavirus frameshifting stimulation element
tRNA                 RF00005   7o7z_AT              -          cm        1       71        1       73      +    no    1 0.53   0.0   69.8     4e-16 !   tRNA
